,url,title,rating,numOfRatings,popularity,numOfAwards,parentalRating,yearMade,genre,language,length,gross
0,https://www.imdb.com/title/tt0455944/,The Equalizer,7.2,351000,401,"[1,9]",R,2014,"['Action', 'Crime', 'Thriller']","['English', 'Russian', 'Spanish']",132,192330738
1,https://www.imdb.com/title/tt0172495/,Gladiator,8.5,1400000,174,"[59, 106]",R,2000,"['Action', 'Adventure', 'Drama']",['English'],155,465380802
2,https://www.imdb.com/title/tt6977338/,Good Boys,6.7,69000,1729,"[2, 9]",R,2019,"['Adventure', 'Comedy']",['English'],90,111037232
3,https://www.imdb.com/title/tt0068646/,The Godfather,9.2,1700000,100,"[31, 30]",R,1972,"['Crime', 'Drama']","['English', 'Italian', 'Latin']",175,246120986
4,https://www.imdb.com/title/tt0120338/,Titanic,7.8,1100000,151,"[125, 83]",PG-13,1997,"['Drama', 'Romance']","['English', 'Swedish', 'Italian', 'French']",194,2201647264
5,https://www.imdb.com/title/tt0241527/,Harry Potter and the Sorcerer's Stone,7.6,701000,69,"[17, 68]",PG,2001,"['Adventure', 'Family', 'Fantasy']","['English', 'Latin']",152,1009472460
6,https://www.imdb.com/title/tt0108052/,Schindler's List,8.9,1300000,246,"[91, 49]",R,1993,"['Biography', 'Drama', 'History']","['English', 'Hebrew', 'German', 'Polish', 'Latin']",195,322161245
7,https://www.imdb.com/title/tt0081505/,The Shining,8.4,945000,209,"[4, 8]",R,1980,"['Drama', 'Horror']",['English'],146,46998772
8,https://www.imdb.com/title/tt0055614/,West Side Story,7.5,102000,1232,"[28, 10]",Other,1961,"['Crime', 'Drama', 'Musical']","['English', 'Spanish']",153,44063287
9,https://www.imdb.com/title/tt0166924/,Mulholland Drive,7.9,338000,425,"[49, 61]",R,2001,"['Drama', 'Mystery', 'Thriller']","['English', 'Spanish', 'French']",147,20268910
10,https://www.imdb.com/title/tt0098635/,When Harry Met Sally...,7.6,206000,1514,"[4, 17]",R,1989,"['Comedy', 'Drama', 'Romance']",['English'],95,93232006
11,https://www.imdb.com/title/tt0062622/,2001: A Space Odyssey,8.3,631000,569,"[16, 12]",G,1968,"['Adventure', 'Sci-Fi']","['English', 'Russian', 'French']",149,65802496
12,https://www.imdb.com/title/tt0120815/,Saving Private Ryan,8.6,1300000,384,"[79, 75]",R,1998,"['Drama', 'War']","['English', 'French', 'German', 'Czech']",169,482349603
13,https://imdb.com/title/tt3766354,The Equalizer 2,6.7,146000,1002,"[1,4]",R,2018,"['Action', 'Crime', 'Thriller']","['English', 'French', 'Turkish', 'Hebrew', 'Arabic', 'Spanish']",121,190400157
14,https://imdb.com/title/tt1037705,The Book of Eli,6.9,304000,1320,"[3, 16]",R,2010,"['Action', 'Adventure', 'Drama']",['English'],118,157107755
15,https://imdb.com/title/tt0139654,Training Day,7.7,410000,550,"[18, 23]",R,2001,"['Crime', 'Drama', 'Thriller']","['English', 'Russian', 'Spanish', 'Korean', 'Greek']",122,104876233
16,https://imdb.com/title/tt1907668,Flight,7.3,338000,1176,"[15, 45]",R,2012,"['Drama', 'Thriller']",['English'],138,161772375
17,https://imdb.com/title/tt1272878,2 Guns,6.7,204000,2436,"[3, 0]",R,2013,"['Action', 'Comedy', 'Crime']","['English', 'Spanish']",109,131940411
18,https://imdb.com/title/tt0453467,Deja Vu,7,301000,1674,"[1,6]",PG-13,2006,"['Action', 'Crime', 'Sci-Fi']",['English'],126,180557550
19,https://imdb.com/title/tt0765429,American Gangster,7.8,407000,716,"[12, 38]",R,2007,"['Biography', 'Crime', 'Drama']","['English', 'Thai', 'Spanish']",157,269755430
20,https://imdb.com/title/tt0328107,Man on Fire,7.7,345000,79,"[1,7]",R,2004,"['Action', 'Crime', 'Drama']","['English', 'Spanish']",146,130834852
21,https://imdb.com/title/tt1599348,Safe House,6.7,215000,254,"[1,7]",R,2012,"['Action', 'Thriller']","['English', 'Afrikaans']",115,208076205
22,https://imdb.com/title/tt0454848,Inside Man,7.6,355000,1141,"[5, 12]",R,2006,"['Crime', 'Drama', 'Mystery']","['English', 'Albanian', 'Spanish', 'Polish']",129,186003591
23,https://imdb.com/title/tt1111422,The Taking of Pelham 123,6.4,192000,3785,"[1,7]",R,2009,"['Action', 'Crime', 'Thriller']","['English', 'Ukrainian']",106,150166126
24,https://imdb.com/title/tt0120815,Saving Private Ryan,8.6,1300000,384,"[79, 75]",R,1998,"['Drama', 'War']","['English', 'French', 'German', 'Czech']",169,482349603
25,https://imdb.com/title/tt0120689,The Green Mile,8.6,1200000,263,"[15, 37]",R,1999,"['Crime', 'Drama', 'Fantasy']","['English', 'French']",189,286801374
26,https://imdb.com/title/tt0112573,Braveheart,8.3,990000,580,"[33, 34]",R,1995,"['Biography', 'Drama', 'History']","['English', 'French', 'Latin', 'Gaelic', 'Italian']",178,213216216
27,https://imdb.com/title/tt0109830,Forrest Gump,8.8,1900000,173,"[50, 75]",PG-13,1994,"['Drama', 'Romance']",['English'],142,678226133
28,https://imdb.com/title/tt0114369,Se7en,8.6,1500000,236,"[29, 43]",R,1995,"['Crime', 'Drama', 'Mystery']",['English'],127,327333559
29,https://imdb.com/title/tt0407887,The Departed,8.5,1200000,217,"[97, 141]",R,2006,"['Crime', 'Drama', 'Thriller']","['English', 'Cantonese']",151,291465373
30,https://imdb.com/title/tt0167260,The Lord of the Rings: The Return of the King,8.9,1700000,323,"[209, 124]",PG-13,2003,"['Action', 'Adventure', 'Drama']","['English', 'Quenya', 'Old English', 'Sindarin']",201,1146030912
31,https://imdb.com/title/tt0102926,The Silence of the Lambs,8.6,1300000,219,"[69, 51]",R,1991,"['Crime', 'Drama', 'Thriller']","['English', 'Latin']",118,272742922
32,https://imdb.com/title/tt0137523,Fight Club,8.8,1900000,197,"[11, 38]",R,1999,['Drama'],['English'],139,101209702
33,https://imdb.com/title/tt1375666,Inception,8.8,2200000,119,"[157, 220]",PG-13,2010,"['Action', 'Adventure', 'Sci-Fi']","['English', 'Japanese', 'French']",148,836836967
34,https://imdb.com/title/tt0108052,Schindler's List,8.9,1300000,246,"[91, 49]",R,1993,"['Biography', 'Drama', 'History']","['English', 'Hebrew', 'German', 'Polish', 'Latin']",195,322161245
35,https://imdb.com/title/tt0110912,Pulp Fiction,8.9,1900000,123,"[70, 75]",R,1994,"['Crime', 'Drama']","['English', 'Spanish', 'French']",154,213928762
36,https://imdb.com/title/tt1489887,Booksmart,7.2,107000,698,"[24, 59]",R,2019,['Comedy'],"['English', 'Mandarin', 'Spanish']",102,24959607
37,https://imdb.com/title/tt2531344,Blockers,6.2,76000,3221,"[1,6]",R,2018,['Comedy'],['English'],102,94019120
38,https://imdb.com/title/tt2854926,Tag,6.5,124000,949,"[0, 3]",R,2018,"['Action', 'Comedy']","['English', 'Spanish']",100,78130625
39,https://imdb.com/title/tt2704998,Game Night,6.9,220000,1279,"[4, 21]",R,2018,"['Action', 'Comedy', 'Crime']",['English'],100,117679066
40,https://imdb.com/title/tt2823054,Mike and Dave Need Wedding Dates,6,86000,2632,"[0, 4]",R,2016,"['Comedy', 'Romance']","['English', 'Chinese', 'Japanese']",98,77068246
41,https://imdb.com/title/tt3530002,The Night Before,6.4,69000,,"[0, 2]",R,2015,"['Comedy', 'Fantasy']",['English'],101,52395996
42,https://imdb.com/title/tt2561572,Get Hard,6,129000,3751,"[0, 2]",R,2015,"['Comedy', 'Crime']",['English'],100,111711453
43,https://imdb.com/title/tt1560220,Zombieland: Double Tap,6.7,160000,214,"[0, 6]",R,2019,"['Action', 'Comedy', 'Horror']","['English', 'Spanish', 'Italian', 'Inuktitut', 'Hindi']",99,122810399
45,https://imdb.com/title/tt0071562,The Godfather: Part II,9,1200000,513,"[17, 20]",R,1974,"['Crime', 'Drama']","['English', 'Italian', 'Spanish', 'Latin', 'Sicilian']",202,48035783
46,https://imdb.com/title/tt0111161,The Shawshank Redemption,9.3,2500000,66,"[21, 43]",R,1994,['Drama'],['English'],142,28817291
47,https://imdb.com/title/tt0468569,The Dark Knight,9,2400000,103,"[159, 163]",PG-13,2008,"['Action', 'Crime', 'Drama']","['English', 'Mandarin']",152,1005973645
48,https://imdb.com/title/tt0099674,The Godfather: Part III,7.6,376000,1053,"[6, 23]",R,1990,"['Crime', 'Drama']","['English', 'Italian', 'German', 'Latin']",162,136861392
49,https://imdb.com/title/tt0099685,Goodfellas,8.7,1100000,146,"[44, 38]",R,1990,"['Biography', 'Crime', 'Drama']","['English', 'Italian']",146,46963277
50,https://imdb.com/title/tt0499549,Avatar,7.8,1200000,331,"[89, 130]",PG-13,2009,"['Action', 'Adventure', 'Fantasy']","['English', 'Spanish']",162,2847246203
51,https://imdb.com/title/tt1343092,The Great Gatsby,7.2,504000,281,"[50, 86]",PG-13,2013,"['Drama', 'Romance']",['English'],143,353642274
52,https://imdb.com/title/tt1640571,Titanic II,1.6,11000,,,Unrated,2010,"['Action', 'Adventure', 'Drama']",['English'],90,
53,https://imdb.com/title/tt1663202,The Revenant,8,744000,230,"[92, 188]",R,2015,"['Action', 'Adventure', 'Drama']","['English', 'Pawnee', 'French']",156,532950503
54,https://imdb.com/title/tt0454876,Life of Pi,7.9,601000,1927,"[81, 134]",PG,2012,"['Adventure', 'Drama', 'Fantasy']","['English', 'Hindi', 'Japanese', 'French']",127,609016565
55,https://imdb.com/title/tt0332280,The Notebook,7.8,542000,361,"[12, 10]",PG-13,2004,"['Drama', 'Romance']",['English'],123,117815157
56,https://imdb.com/title/tt1010048,Slumdog Millionaire,8,819000,1230,"[153, 133]",R,2008,"['Drama', 'Romance']","['English', 'Hindi', 'French', 'German']",120,378410542
57,https://imdb.com/title/tt3659388,The Martian,8,797000,544,"[38, 200]",PG-13,2015,"['Adventure', 'Drama', 'Sci-Fi']","['English', 'Mandarin']",144,630162448
58,https://imdb.com/title/tt0480249,I Am Legend,7.2,714000,1145,"[9, 23]",PG-13,2007,"['Action', 'Adventure', 'Drama']",['English'],101,585410052
59,https://imdb.com/title/tt0264464,Catch Me If You Can,8.1,889000,269,"[16, 46]",PG-13,2002,"['Biography', 'Crime', 'Drama']","['English', 'French']",141,352114312
60,https://imdb.com/title/tt0993846,The Wolf of Wall Street,8.2,1300000,86,"[37, 179]",R,2013,"['Biography', 'Crime', 'Drama']","['English', 'French']",180,392000694
61,https://imdb.com/title/tt0295297,Harry Potter and the Chamber of Secrets,7.4,584000,424,"[13, 46]",PG,2002,"['Adventure', 'Family', 'Fantasy']","['English', 'Latin']",161,879602366
62,https://imdb.com/title/tt0304141,Harry Potter and the Prisoner of Azkaban,7.9,582000,406,"[17, 53]",PG,2004,"['Adventure', 'Family', 'Fantasy']","['English', 'Latin', 'Old English']",142,797361618
63,https://imdb.com/title/tt0330373,Harry Potter and the Goblet of Fire,7.7,575000,277,"[13, 44]",PG-13,2005,"['Adventure', 'Family', 'Fantasy']","['English', 'French', 'Latin']",157,896678241
64,https://imdb.com/title/tt0373889,Harry Potter and the Order of the Phoenix,7.5,536000,519,"[16, 47]",PG-13,2007,"['Action', 'Adventure', 'Family']","['English', 'Latin']",138,942172396
65,https://imdb.com/title/tt0417741,Harry Potter and the Half-Blood Prince,7.6,501000,656,"[9, 39]",PG,2009,"['Action', 'Adventure', 'Family']","['English', 'Latin']",153,934454096
66,https://imdb.com/title/tt3183660,Fantastic Beasts and Where to Find Them,7.3,429000,748,"[15, 54]",PG-13,2016,"['Adventure', 'Family', 'Fantasy']","['English', 'Central Khmer']",132,814044001
67,https://imdb.com/title/tt4123430,Fantastic Beasts: The Crimes of Grindelwald,6.5,239000,605,"[3, 23]",PG-13,2018,"['Adventure', 'Family', 'Fantasy']","['English', 'French']",134,654855901
68,https://imdb.com/title/tt0099785,Home Alone,7.6,509000,679,"[11, 6]",PG,1990,"['Comedy', 'Family']",['English'],103,476684675
69,https://imdb.com/title/tt0367594,Charlie and the Chocolate Factory,6.6,448000,509,"[15, 52]",PG,2005,"['Adventure', 'Comedy', 'Family']",['English'],115,474968763
70,https://imdb.com/title/tt0104431,Home Alone 2: Lost in New York,6.8,324000,3163,"[3, 3]",PG,1992,"['Adventure', 'Comedy', 'Crime']","['English', 'French', 'Spanish']",120,358994850
71,https://imdb.com/title/tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,379000,714,"[18, 46]",PG,2005,"['Adventure', 'Family', 'Fantasy']","['English', 'German', 'Brazilian Sign Language']",143,745013115
72,https://imdb.com/title/tt0268380,Ice Age,7.5,458000,1864,"[5, 30]",PG,2002,"['Animation', 'Adventure', 'Comedy']",['English'],81,383257136
73,https://imdb.com/title/tt0068646,The Godfather,9.2,1700000,100,"[31, 30]",R,1972,"['Crime', 'Drama']","['English', 'Italian', 'Latin']",175,246120986
74,https://imdb.com/title/tt0050083,12 Angry Men,9,731000,300,"[17, 13]",Other,1957,"['Crime', 'Drama']",['English'],96,955
75,https://imdb.com/title/tt0066921,A Clockwork Orange,8.3,787000,180,"[12, 24]",R,1971,"['Crime', 'Drama', 'Sci-Fi']",['English'],136,26904636
76,https://imdb.com/title/tt0062622,2001: A Space Odyssey,8.3,631000,569,"[16, 12]",G,1968,"['Adventure', 'Sci-Fi']","['English', 'Russian', 'French']",149,65802496
77,https://imdb.com/title/tt0093058,Full Metal Jacket,8.3,703000,516,"[8, 15]",R,1987,"['Drama', 'War']","['English', 'Vietnamese']",116,46357676
78,https://imdb.com/title/tt0054215,Psycho,8.5,632000,416,"[7, 14]",R,1960,"['Horror', 'Mystery', 'Thriller']",['English'],109,32041845
79,https://imdb.com/title/tt0078748,Alien,8.4,825000,235,"[18, 22]",R,1979,"['Horror', 'Sci-Fi']",['English'],117,106285522
80,https://imdb.com/title/tt0361748,Inglourious Basterds,8.3,1300000,169,"[133, 172]",R,2009,"['Adventure', 'Drama', 'War']","['English', 'German', 'French', 'Italian']",153,321457747
81,https://imdb.com/title/tt0073486,One Flew Over the Cuckoo's Nest,8.7,956000,437,"[37, 15]",R,1975,['Drama'],['English'],133,109115682
82,https://imdb.com/title/tt0105236,Reservoir Dogs,8.3,960000,526,"[12, 23]",R,1992,"['Crime', 'Drama', 'Thriller']",['English'],99,2913644
83,https://imdb.com/title/tt1853728,Django Unchained,8.4,1400000,93,"[58, 158]",R,2012,"['Drama', 'Western']","['English', 'German', 'French', 'Italian']",165,426074373
84,https://imdb.com/title/tt0043278,An American in Paris,7.2,32000,,"[10, 7]",Other,1951,"['Drama', 'Musical', 'Romance']","['English', 'French', 'German']",114,272619
85,https://imdb.com/title/tt0299658,Chicago,7.2,222000,1669,"[57, 129]",PG-13,2002,"['Comedy', 'Crime', 'Musical']","['English', 'Hungarian']",113,306776732
86,https://imdb.com/title/tt0051658,Gigi,6.7,22000,,"[21, 9]",G,1958,"['Comedy', 'Musical', 'Romance']","['English', 'French']",115,
87,https://imdb.com/title/tt0048545,Rebel Without a Cause,7.7,87000,3668,"[3, 7]",PG-13,1955,['Drama'],['English'],111,199963
88,https://imdb.com/title/tt0045152,Singin' in the Rain,8.3,229000,2393,"[7, 9]",G,1952,"['Comedy', 'Musical', 'Romance']",['English'],103,1865056
89,https://imdb.com/title/tt0138097,Shakespeare in Love,7.1,219000,2085,"[64, 87]",R,1998,"['Comedy', 'Drama', 'History']",['English'],123,289317794
90,https://imdb.com/title/tt0064665,Midnight Cowboy,7.8,107000,2179,"[28, 16]",R,1969,['Drama'],"['English', 'Italian']",113,44801177
91,https://imdb.com/title/tt0061811,In the Heat of the Night,7.9,71000,3940,"[23, 15]",Other,1967,"['Crime', 'Drama', 'Mystery']",['English'],110,27669
92,https://imdb.com/title/tt3581652,West Side Story,,,233,"[0, 0]",PG-13,2021,"['Crime', 'Drama', 'Musical']","['English', 'Spanish']",,
93,https://imdb.com/title/tt0045793,From Here to Eternity,7.6,45000,2298,"[25, 7]",Other,1953,"['Drama', 'Romance', 'War']",['English'],118,36416
94,https://imdb.com/title/tt0081283,Ordinary People,7.7,50000,3513,"[19, 14]",R,1980,['Drama'],['English'],124,54766923
95,https://imdb.com/title/tt0066206,Patton,7.9,99000,3047,"[24, 8]",PG,1970,"['Biography', 'Drama', 'War']","['English', 'German', 'French', 'Russian', 'Arabic', 'Italian']",172,61749765
96,https://imdb.com/title/tt0090756,Blue Velvet,7.7,190000,1285,"[18, 18]",R,1986,"['Drama', 'Mystery', 'Thriller']",['English'],120,8618766
97,https://imdb.com/title/tt0116922,Lost Highway,7.6,137000,2122,"[4, 6]",R,1997,"['Mystery', 'Thriller']",['English'],134,3703548
99,https://imdb.com/title/tt0074486,Eraserhead,7.4,110000,1796,"[2, 2]",Unrated,1977,"['Fantasy', 'Horror', 'Thriller']",['English'],89,23557
100,https://imdb.com/title/tt0105665,Twin Peaks: Fire Walk with Me,7.3,93000,2656,"[4, 7]",R,1992,"['Drama', 'Horror', 'Mystery']",['English'],134,4184990
101,https://imdb.com/title/tt0460829,Inland Empire,6.9,56000,4867,"[4, 20]",R,2006,"['Drama', 'Fantasy', 'Mystery']","['English', 'Polish']",180,4046144
102,https://imdb.com/title/tt0080678,The Elephant Man,8.1,231000,2004,"[10, 22]",PG,1980,"['Biography', 'Drama']","['English', 'French']",124,26023706
103,https://imdb.com/title/tt0100935,Wild at Heart,7.2,89000,2649,"[5, 12]",R,1990,"['Comedy', 'Crime', 'Drama']","['English', 'Spanish']",125,14561425
104,https://imdb.com/title/tt0166896,The Straight Story,8,87000,3326,"[18, 40]",G,1999,"['Biography', 'Drama']",['English'],112,6416569
106,https://imdb.com/title/tt0108160,Sleepless in Seattle,6.8,167000,1725,"[4, 19]",PG,1993,"['Comedy', 'Drama', 'Romance']",['English'],105,227927165
107,https://imdb.com/title/tt0128853,You've Got Mail,6.7,203000,1650,"[6, 8]",PG,1998,"['Comedy', 'Drama', 'Romance']",['English'],119,250821495
108,https://imdb.com/title/tt0094737,Big,7.3,208000,1866,"[11, 14]",PG,1988,"['Comedy', 'Drama', 'Fantasy']","['English', 'Spanish']",104,151927281
109,https://imdb.com/title/tt0109831,Four Weddings and a Funeral,7.1,146000,1739,"[24, 28]",R,1994,"['Comedy', 'Drama', 'Romance']","['English', 'British Sign Language']",117,245700832
110,https://imdb.com/title/tt0114924,While You Were Sleeping,6.7,96000,3083,"[4, 5]",PG,1995,"['Comedy', 'Drama', 'Romance']",['English'],103,182057016
111,https://imdb.com/title/tt0120632,City of Angels,6.7,117000,4345,"[10, 14]",PG-13,1998,"['Drama', 'Fantasy', 'Romance']",['English'],114,198685114
112,https://imdb.com/title/tt0125439,Notting Hill,7.1,291000,867,"[11, 17]",PG-13,1999,"['Comedy', 'Drama', 'Romance']","['English', 'Spanish']",124,363889678
113,https://imdb.com/title/tt0100405,Pretty Woman,7,305000,842,"[8, 11]",R,1990,"['Comedy', 'Romance']",['English'],119,463406268
114,https://imdb.com/title/tt0243155,Bridget Jones's Diary,6.7,234000,2561,"[8, 32]",R,2001,"['Comedy', 'Drama', 'Romance']",['English'],97,281995610
115,https://imdb.com/title/tt0113117,French Kiss,6.6,49000,,"[0, 2]",PG-13,1995,"['Comedy', 'Drama', 'Romance']","['English', 'French']",111,101982854
116,https://imdb.com/title/tt0119738,My Best Friend's Wedding,6.3,136000,3068,"[12, 24]",PG-13,1997,"['Comedy', 'Drama', 'Romance']","['English', 'French', 'Italian']",105,299288605
117,https://imdb.com/title/tt0081505,The Shining,8.4,945000,209,"[4, 8]",R,1980,"['Drama', 'Horror']",['English'],146,46998772
118,https://imdb.com/title/tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,468000,1344,"[14, 11]",PG,1964,['Comedy'],"['English', 'Russian']",95,9523464
119,https://imdb.com/title/tt0078788,Apocalypse Now,8.4,631000,480,"[21, 32]",R,1979,"['Drama', 'Mystery', 'War']","['English', 'French', 'Vietnamese']",147,92158064
120,https://imdb.com/title/tt0075314,Taxi Driver,8.2,763000,213,"[22, 20]",R,1976,"['Crime', 'Drama']","['English', 'Spanish']",114,28570902
121,https://imdb.com/title/tt0086837,2010: The Year We Make Contact,6.8,51000,4198,"[1,8]",PG,1984,"['Adventure', 'Mystery', 'Sci-Fi']","['English', 'Russian']",116,40400657
122,https://imdb.com/title/tt0033467,Citizen Kane,8.3,423000,674,"[11, 13]",PG,1941,"['Drama', 'Mystery']","['English', 'Italian']",119,1603237
123,https://imdb.com/title/tt0052357,Vertigo,8.3,383000,956,"[8, 7]",PG,1958,"['Mystery', 'Romance', 'Thriller']",['English'],128,7797728
124,https://imdb.com/title/tt0172495,Gladiator,8.5,1400000,174,"[59, 106]",R,2000,"['Action', 'Adventure', 'Drama']",['English'],155,465380802
125,https://imdb.com/title/tt0455944,The Equalizer,7.2,351000,401,"[1,9]",R,2014,"['Action', 'Crime', 'Thriller']","['English', 'Russian', 'Spanish']",132,192330738
126,https://imdb.com/title/tt0477080,Unstoppable,6.8,191000,2439,"[1,14]",PG-13,2010,"['Action', 'Thriller']",['English'],98,167805466
127,https://imdb.com/title/tt0251160,John Q,7.1,129000,3630,"[2, 8]",PG-13,2002,"['Crime', 'Drama', 'Thriller']","['English', 'Spanish']",116,102244770
129,https://imdb.com/title/tt0840361,The Town,7.5,369000,732,"[9, 46]",R,2010,"['Crime', 'Drama', 'Thriller']",['English'],125,154026136
130,https://imdb.com/title/tt3263904,Sully,7.4,254000,1282,"[14, 36]",PG-13,2016,"['Biography', 'Drama']",['English'],96,240797623
131,https://imdb.com/title/tt1524137,Contraband,6.4,120000,,"[0, 0]",R,2012,"['Action', 'Crime', 'Drama']","['English', 'Spanish']",109,96262212
132,https://imdb.com/title/tt0145681,The Bone Collector,6.7,162000,2959,"[1,3]",R,1999,"['Crime', 'Drama', 'Mystery']",['English'],118,151493655
133,https://imdb.com/title/tt0758774,Body of Lies,7.1,220000,2252,"[0, 2]",R,2008,"['Action', 'Drama', 'Thriller']","['English', 'Arabic']",128,115900897
134,https://imdb.com/title/tt0119008,Donnie Brasco,7.7,292000,2350,"[2, 16]",R,1997,"['Biography', 'Crime', 'Drama']","['English', 'Italian', 'Japanese']",127,124909762
135,https://imdb.com/title/tt2382282,Safe House 2,,,,,Unrated,,"['Action', 'Thriller']",,,
136,https://imdb.com/title/tt0072251,The Taking of Pelham One Two Three,7.7,29000,4217,"[0, 3]",R,1974,"['Action', 'Crime', 'Thriller']","['English', 'Spanish']",104,
137,https://imdb.com/title/tt0110413,Léon: The Professional,8.5,1100000,276,"[6, 15]",R,1994,"['Action', 'Crime', 'Drama']","['English', 'Italian', 'French']",110,19552639
138,https://imdb.com/title/tt0253474,The Pianist,8.5,773000,619,"[57, 74]",R,2002,"['Biography', 'Drama', 'Music']","['English', 'German', 'Russian']",150,120072577
139,https://imdb.com/title/tt0120586,American History X,8.5,1100000,677,"[4, 15]",R,1998,['Drama'],['English'],119,23875127
140,https://imdb.com/title/tt0119217,Good Will Hunting,8.3,903000,312,"[24, 61]",R,1997,"['Drama', 'Romance']",['English'],126,225933435
141,https://imdb.com/title/tt0268978,A Beautiful Mind,8.2,883000,908,"[37, 69]",PG-13,2001,"['Biography', 'Drama']",['English'],135,316791257
142,https://imdb.com/title/tt0169547,American Beauty,8.3,1100000,319,"[111, 102]",R,1999,['Drama'],['English'],122,356296601
143,https://imdb.com/title/tt0167261,The Lord of the Rings: The Two Towers,8.7,1500000,518,"[126, 138]",PG-13,2002,"['Action', 'Adventure', 'Drama']","['English', 'Sindarin', 'Old English']",179,947495095
144,https://imdb.com/title/tt0816692,Interstellar,8.6,1600000,84,"[44, 148]",PG-13,2014,"['Adventure', 'Drama', 'Sci-Fi']",['English'],169,701729206
145,https://imdb.com/title/tt7286456,Joker,8.4,1100000,125,"[118, 239]",R,2019,"['Crime', 'Drama', 'Thriller']",['English'],122,1074419384
146,https://imdb.com/title/tt0482571,The Prestige,8.5,1200000,304,"[6, 45]",PG-13,2006,"['Drama', 'Mystery', 'Sci-Fi']",['English'],130,109676311
147,https://imdb.com/title/tt1130884,Shutter Island,8.2,1200000,274,"[11, 66]",R,2010,"['Mystery', 'Thriller']","['English', 'German']",138,294805697
148,https://imdb.com/title/tt0114814,The Usual Suspects,8.5,1000000,495,"[37, 17]",R,1995,"['Crime', 'Mystery', 'Thriller']","['English', 'Hungarian', 'Spanish', 'French']",106,23341568
149,https://imdb.com/title/tt0120737,The Lord of the Rings: The Fellowship of the Ring,8.8,1700000,117,"[120, 126]",PG-13,2001,"['Action', 'Adventure', 'Drama']","['English', 'Sindarin']",178,897690072
150,https://imdb.com/title/tt0080684,Star Wars: Episode V - The Empire Strikes Back,8.7,1200000,640,"[25, 20]",PG,1980,"['Action', 'Adventure', 'Fantasy']",['English'],124,538375067
151,https://imdb.com/title/tt1345836,The Dark Knight Rises,8.4,1600000,243,"[38, 103]",PG-13,2012,['Action'],"['English', 'Arabic']",164,1081142612
152,https://imdb.com/title/tt4925292,Lady Bird,7.4,262000,589,"[119, 226]",R,2017,"['Comedy', 'Drama']","['English', 'Spanish']",94,78966486
153,https://imdb.com/title/tt1878870,The Edge of Seventeen,7.3,114000,1561,"[8, 29]",R,2016,"['Comedy', 'Drama']",['English'],104,19370020
154,https://imdb.com/title/tt7014006,Eighth Grade,7.4,70000,2366,"[60, 94]",R,2018,"['Comedy', 'Drama']",['English'],93,14347433
155,https://imdb.com/title/tt9484998,Palm Springs,7.4,132000,440,"[14, 43]",R,2020,"['Comedy', 'Fantasy', 'Mystery']",['English'],90,1512871
156,https://imdb.com/title/tt5462602,The Big Sick,7.5,128000,1497,"[17, 99]",R,2017,"['Comedy', 'Drama', 'Romance']","['English', 'Urdu']",120,56411585
157,https://imdb.com/title/tt6977338,Good Boys,6.7,69000,1729,"[2, 9]",R,2019,"['Adventure', 'Comedy']",['English'],90,111037232
158,https://imdb.com/title/tt1282140,Easy A,7,373000,1200,"[9, 21]",PG-13,2010,"['Comedy', 'Drama', 'Romance']",['English'],92,75026327
159,https://imdb.com/title/tt1659337,The Perks of Being a Wallflower,7.9,482000,690,"[19, 50]",PG-13,2012,"['Drama', 'Romance']",['English'],103,33384127
160,https://imdb.com/title/tt3281548,Little Women,7.8,167000,184,"[78, 224]",PG,2019,"['Drama', 'Romance']","['English', 'French']",135,216601214
161,https://imdb.com/title/tt5580036,"I, Tonya",7.5,199000,1152,"[45, 126]",R,2017,"['Biography', 'Comedy', 'Drama']",['English'],119,53939297
162,https://imdb.com/title/tt4651520,Bad Moms,6.2,119000,2068,"[3, 5]",R,2016,['Comedy'],['English'],100,183936074
163,https://imdb.com/title/tt6857964,Game Night,7.3,29,,"[0, 0]",Unrated,2018,"['Short', 'Comedy']",['English'],,
164,https://imdb.com/title/tt5657846,Daddy's Home 2,6,67000,4099,"[1,8]",PG-13,2017,['Comedy'],"['English', 'Spanish']",100,180613824
165,https://imdb.com/title/tt2004420,Neighbors,6.3,298000,2522,"[7, 11]",R,2014,['Comedy'],['English'],97,270665134
166,https://imdb.com/title/tt1524930,Vacation,6.1,106000,1201,"[1,3]",R,2015,"['Adventure', 'Comedy']",['English'],99,107228221
167,https://imdb.com/title/tt4501244,Why Him?,6.2,106000,3489,"[0, 0]",R,2016,['Comedy'],"['English', 'Central Khmer']",111,118102725
168,https://imdb.com/title/tt1924435,Let's Be Cops,6.4,131000,4968,"[0, 2]",R,2014,"['Action', 'Comedy', 'Crime']","['English', 'Spanish']",104,138224951
169,https://imdb.com/title/tt2170439,Horrible Bosses 2,6.3,165000,2468,"[1,3]",R,2014,"['Comedy', 'Crime']","['English', 'Spanish']",108,107645357
170,https://imdb.com/title/tt1499658,Horrible Bosses,6.8,433000,1214,"[3, 13]",R,2011,"['Comedy', 'Crime']",['English'],98,209838559
171,https://imdb.com/title/tt1488555,The Change-Up,6.3,175000,2245,"[0, 0]",R,2011,"['Comedy', 'Fantasy']","['English', 'Ukrainian']",112,75450437
